35004,Moody,Saint Clair,
35005,Adamsville,Jefferson,
35006,Adger,Jefferson,
35007,Alabaster,Shelby,
35010,Alexander City,Tallapoosa,
35011,Alexander City,Tallapoosa,
35013,Allgood,Blount,
35014,Alpine,Talladega,
35015,Alton,Jefferson,
35016,Arab,Marshall,
35019,Baileyton,Cullman,
35020,Bessemer,Jefferson,
35021,Bessemer,Jefferson,
35022,Bessemer,Jefferson,
35023,Bessemer,Jefferson,
35031,Blountsville,Blount,
35032,Bon Air,Talladega,
35033,Bremen,Cullman,
35034,Brent,Bibb,
35035,Brierfield,Bibb,
35036,Brookside,Jefferson,
35038,Burnwell,Walker,
35040,Calera,Shelby,
35042,Centreville,Bibb,
35043,Chelsea,Shelby,
35044,Childersburg,Talladega,
35045,Clanton,Chilton,
35046,Clanton,Chilton,
35048,Clay,Jefferson,
35049,Cleveland,Blount,
35051,Columbiana,Shelby,
35052,Cook Springs,Saint Clair,
35053,Crane Hill,Cullman,
35054,Cropwell,Saint Clair,
35055,Cullman,Cullman,
35056,Cullman,Cullman,
35057,Cullman,Cullman,
35058,Cullman,Cullman,
35060,Docena,Jefferson,
35061,Dolomite,Jefferson,
35062,Dora,Jefferson,
35063,Empire,Walker,
35064,Fairfield,Jefferson,
35068,Fultondale,Jefferson,
35070,Garden City,Cullman,
35071,Gardendale,Jefferson,
35072,Goodwater,Coosa,
35073,Graysville,Jefferson,
35074,Green Pond,Bibb,
35077,Hanceville,Cullman,
35078,Harpersville,Shelby,
35079,Hayden,Blount,
35080,Helena,Shelby,
35082,Hollins,Clay,
35083,Holly Pond,Cullman,
35085,Jemison,Chilton,
35087,Joppa,Cullman,
35089,Kellyton,Coosa,
35091,Kimberly,Jefferson,
35094,Leeds,Jefferson,
35096,Lincoln,Talladega,
35097,Locust Fork,Blount,
35098,Logan,Cullman,
35111,Mc Calla,Jefferson,
35112,Margaret,Saint Clair,
35114,Alabaster,Shelby,
35115,Montevallo,Shelby,
35116,Morris,Jefferson,
35117,Mount Olive,Jefferson,
35118,Mulga,Jefferson,
35119,New Castle,Jefferson,
35120,Odenville,Saint Clair,
35121,Oneonta,Blount,
35123,Palmerdale,Jefferson,
35124,Pelham,Shelby,
35125,Pell City,Saint Clair,
35126,Pinson,Jefferson,
35127,Pleasant Grove,Jefferson,
35128,Pell City,Saint Clair,
35130,Quinton,Walker,
35131,Ragland,Saint Clair,
35133,Remlap,Blount,
35135,Riverside,Saint Clair,
35136,Rockford,Coosa,
35137,Saginaw,Shelby,
35139,Sayre,Jefferson,
35142,Shannon,Jefferson,
35143,Shelby,Shelby,
35144,Siluria,Shelby,
35146,Springville,Saint Clair,
35147,Sterrett,Shelby,
35148,Sumiton,Walker,
35149,Sycamore,Talladega,
35150,Sylacauga,Talladega,
35151,Sylacauga,Talladega,
35160,Talladega,Talladega,
35161,Talladega,Talladega,
35171,Thorsby,Chilton,
35172,Trafford,Jefferson,
35173,Trussville,Jefferson,
35175,Union Grove,Marshall,
35176,Vandiver,Shelby,
35178,Vincent,Shelby,
35179,Vinemont,Cullman,
35180,Warrior,Jefferson,
35181,Watson,Jefferson,
35182,Wattsville,Saint Clair,
35183,Weogufka,Coosa,
35184,West Blocton,Bibb,
35185,Westover,Shelby,
35186,Wilsonville,Shelby,
35187,Wilton,Shelby,
35188,Woodstock,Bibb,
35201,Birmingham,Jefferson,
35202,Birmingham,Jefferson,
35203,Birmingham,Jefferson,
35204,Birmingham,Jefferson,
35205,Birmingham,Jefferson,
35206,Birmingham,Jefferson,
35207,Birmingham,Jefferson,
35208,Birmingham,Jefferson,
35209,Birmingham,Jefferson,
35210,Birmingham,Jefferson,
35211,Birmingham,Jefferson,
35212,Birmingham,Jefferson,
35213,Birmingham,Jefferson,
35214,Birmingham,Jefferson,
35215,Birmingham,Jefferson,
35216,Birmingham,Jefferson,
35217,Birmingham,Jefferson,
35218,Birmingham,Jefferson,
35219,Birmingham,Jefferson,
35220,Birmingham,Jefferson,
35221,Birmingham,Jefferson,
35222,Birmingham,Jefferson,
35223,Birmingham,Jefferson,
35224,Birmingham,Jefferson,
35226,Birmingham,Jefferson,
35228,Birmingham,Jefferson,
35229,Birmingham,Jefferson,
35231,Birmingham,Jefferson,
35232,Birmingham,Jefferson,
35233,Birmingham,Jefferson,
35234,Birmingham,Jefferson,
35235,Birmingham,Jefferson,
35236,Birmingham,Jefferson,
35237,Birmingham,Jefferson,
35238,Birmingham,Shelby,
35242,Birmingham,Shelby,
35243,Birmingham,Jefferson,
35244,Birmingham,Jefferson,
35246,Birmingham,Jefferson,
35249,Birmingham,Jefferson,
35253,Birmingham,Jefferson,
35254,Birmingham,Jefferson,
35255,Birmingham,Jefferson,
35259,Birmingham,Jefferson,
35260,Birmingham,Jefferson,
35261,Birmingham,Jefferson,
35266,Birmingham,Jefferson,
35270,Birmingham,Jefferson,
35282,Birmingham,Jefferson,
35283,Birmingham,Jefferson,
35285,Birmingham,Jefferson,
35287,Birmingham,Jefferson,
35288,Birmingham,Jefferson,
35290,Birmingham,Jefferson,
35291,Birmingham,Jefferson,
35292,Birmingham,Jefferson,
35293,Birmingham,Jefferson,
35294,Birmingham,Jefferson,
35295,Birmingham,Jefferson,
35296,Birmingham,Jefferson,
35297,Birmingham,Jefferson,
35298,Birmingham,Jefferson,
35401,Tuscaloosa,Tuscaloosa,
35402,Tuscaloosa,Tuscaloosa,
35403,Tuscaloosa,Tuscaloosa,
35404,Tuscaloosa,Tuscaloosa,
35405,Tuscaloosa,Tuscaloosa,
35406,Tuscaloosa,Tuscaloosa,
35407,Tuscaloosa,Tuscaloosa,
35440,Abernant,Tuscaloosa,
35441,Akron,Hale,
35442,Aliceville,Pickens,
35443,Boligee,Greene,
35444,Brookwood,Tuscaloosa,
35446,Buhl,Tuscaloosa,
35447,Carrollton,Pickens,
35448,Clinton,Greene,
35449,Coaling,Tuscaloosa,
35452,Coker,Tuscaloosa,
35453,Cottondale,Tuscaloosa,
35456,Duncanville,Tuscaloosa,
35457,Echola,Tuscaloosa,
35458,Elrod,Tuscaloosa,
35459,Emelle,Sumter,
35460,Epes,Sumter,
35461,Ethelsville,Pickens,
35462,Eutaw,Greene,
35463,Fosters,Tuscaloosa,
35464,Gainesville,Sumter,
35466,Gordo,Pickens,
35468,Kellerman,Tuscaloosa,
35469,Knoxville,Greene,
35470,Livingston,Sumter,
35471,Mc Shan,Pickens,
35473,Northport,Tuscaloosa,
35474,Moundville,Hale,
35475,Northport,Tuscaloosa,
35476,Northport,Tuscaloosa,
35477,Panola,Sumter,
35478,Peterson,Tuscaloosa,
35480,Ralph,Tuscaloosa,
35481,Reform,Pickens,
35482,Samantha,Tuscaloosa,
35486,Tuscaloosa,Tuscaloosa,
35487,Tuscaloosa,Tuscaloosa,
35490,Vance,Tuscaloosa,
35491,West Greene,Greene,
35501,Jasper,Walker,
35502,Jasper,Walker,
35503,Jasper,Walker,
35504,Jasper,Walker,
35540,Addison,Winston,
35541,Arley,Winston,
35542,Bankston,Fayette,
35543,Bear Creek,Marion,
35544,Beaverton,Lamar,
35545,Belk,Fayette,
35546,Berry,Fayette,
35548,Brilliant,Marion,
35549,Carbon Hill,Walker,
35550,Cordova,Walker,
35551,Delmar,Winston,
35552,Detroit,Lamar,
35553,Double Springs,Winston,
35554,Eldridge,Walker,
35555,Fayette,Fayette,
35559,Glen Allen,Fayette,
35560,Goodsprings,Walker,
35563,Guin,Marion,
35564,Hackleburg,Marion,
35565,Haleyville,Winston,
35570,Hamilton,Marion,
35571,Hodges,Franklin,
35572,Houston,Winston,
35573,Kansas,Walker,
35574,Kennedy,Lamar,
35575,Lynn,Winston,
35576,Millport,Lamar,
35577,Natural Bridge,Winston,
35578,Nauvoo,Walker,
35579,Oakman,Walker,
35580,Parrish,Walker,
35581,Phil Campbell,Franklin,
35582,Red Bay,Franklin,
35584,Sipsey,Walker,
35585,Spruce Pine,Franklin,
35586,Sulligent,Lamar,
35587,Townley,Walker,
35592,Vernon,Lamar,
35593,Vina,Franklin,
35594,Winfield,Marion,
35601,Decatur,Morgan,
35602,Decatur,Morgan,
35603,Decatur,Morgan,
35609,Decatur,Morgan,
35610,Anderson,Lauderdale,
35611,Athens,Limestone,
35612,Athens,Limestone,
35613,Athens,Limestone,
35614,Athens,Limestone,
35615,Belle Mina,Limestone,
35616,Cherokee,Colbert,
35617,Cloverdale,Lauderdale,
35618,Courtland,Lawrence,
35619,Danville,Morgan,
35620,Elkmont,Limestone,
35621,Eva,Morgan,
35622,Falkville,Morgan,
35630,Florence,Lauderdale,
35631,Florence,Lauderdale,
35632,Florence,Lauderdale,
35633,Florence,Lauderdale,
35634,Florence,Lauderdale,
35640,Hartselle,Morgan,
35643,Hillsboro,Lawrence,
35645,Killen,Lauderdale,
35646,Leighton,Colbert,
35647,Lester,Limestone,
35648,Lexington,Lauderdale,
35649,Mooresville,Limestone,
35650,Moulton,Lawrence,
35651,Mount Hope,Lawrence,
35652,Rogersville,Lauderdale,
35653,Russellville,Franklin,
35654,Russellville,Franklin,
35660,Sheffield,Colbert,
35661,Muscle Shoals,Colbert,
35662,Muscle Shoals,Colbert,
35670,Somerville,Morgan,
35671,Tanner,Limestone,
35672,Town Creek,Lawrence,
35673,Trinity,Morgan,
35674,Tuscumbia,Colbert,
35677,Waterloo,Lauderdale,
35699,Decatur,Morgan,
35739,Ardmore,Limestone,
35740,Bridgeport,Jackson,
35741,Brownsboro,Madison,
35742,Capshaw,Limestone,
35744,Dutton,Jackson,
35745,Estillfork,Jackson,
35746,Fackler,Jackson,
35747,Grant,Marshall,
35748,Gurley,Madison,
35749,Harvest,Madison,
35750,Hazel Green,Madison,
35751,Hollytree,Jackson,
35752,Hollywood,Jackson,
35754,Laceys Spring,Morgan,
35755,Langston,Jackson,
35756,Madison,Limestone,
35757,Madison,Madison,
35758,Madison,Madison,
35759,Meridianville,Madison,
35760,New Hope,Madison,
35761,New Market,Madison,
35762,Normal,Madison,
35763,Owens Cross Roads,Madison,
35764,Paint Rock,Jackson,
35765,Pisgah,Jackson,
35766,Princeton,Jackson,
35767,Ryland,Madison,
35768,Scottsboro,Jackson,
35769,Scottsboro,Jackson,
35771,Section,Jackson,
35772,Stevenson,Jackson,
35773,Toney,Madison,
35774,Trenton,Jackson,
35775,Valhermoso Springs,Morgan,
35776,Woodville,Jackson,
35801,Huntsville,Madison,
35802,Huntsville,Madison,
35803,Huntsville,Madison,
35804,Huntsville,Madison,
35805,Huntsville,Madison,
35806,Huntsville,Madison,
35807,Huntsville,Madison,
35808,Huntsville,Madison,
35809,Huntsville,Madison,
35810,Huntsville,Madison,
35811,Huntsville,Madison,
35812,Huntsville,Madison,
35813,Huntsville,Madison,
35814,Huntsville,Madison,
35815,Huntsville,Madison,
35816,Huntsville,Madison,
35824,Huntsville,Madison,
35893,Huntsville,Madison,
35894,Huntsville,Madison,
35895,Huntsville,Madison,
35896,Huntsville,Madison,
35897,Huntsville,Madison,
35898,Huntsville,Madison,
35899,Huntsville,Madison,
35901,Gadsden,Etowah,
35902,Gadsden,Etowah,
35903,Gadsden,Etowah,
35904,Gadsden,Etowah,
35905,Gadsden,Etowah,
35906,Gadsden,Etowah,
35906,Rainbow City,Etowah,
35907,Gadsden,Etowah,
35950,Albertville,Marshall,
35951,Albertville,Marshall,
35952,Altoona,Etowah,
35953,Ashville,Saint Clair,
35954,Attalla,Etowah,
35956,Boaz,Etowah,
35957,Boaz,Marshall,
35958,Bryant,Jackson,
35959,Cedar Bluff,Cherokee,
35960,Centre,Cherokee,
35961,Collinsville,De Kalb,
35962,Crossville,De Kalb,
35963,Dawson,De Kalb,
35964,Douglas,Marshall,
35966,Flat Rock,Jackson,
35967,Fort Payne,De Kalb,
35968,Fort Payne,De Kalb,
35971,Fyffe,De Kalb,
35972,Gallant,Etowah,
35973,Gaylesville,Cherokee,
35974,Geraldine,De Kalb,
35975,Groveoak,De Kalb,
35976,Guntersville,Marshall,
35978,Henagar,De Kalb,
35979,Higdon,Jackson,
35980,Horton,Marshall,
35981,Ider,De Kalb,
35983,Leesburg,Cherokee,
35984,Mentone,De Kalb,
35986,Rainsville,De Kalb,
35987,Steele,Saint Clair,
35988,Sylvania,De Kalb,
35989,Valley Head,De Kalb,
